Address,latitude,longitude
"AVENIDA 5 DE MAYO ESQ 16 OTE, FRACCIONAMIENTO SAN GABRIEL, SAN PEDRO CHOLULA, Puebla",,
"BOULEVARD NORTE Y AVENIDA DE LA PEDRERA, LAS CUARTILLAS, PUEBLA, Puebla",,
"EMILIANO ZAPATA -ZARAGOZA, TLILOSTOC, PUEBLA, Puebla",,
"15 NORTE ANDADOR 2 EDIFICIO 1015 ESQ 12 OTE, EL GARAMBUYO, TEHUACÁN, Puebla",,
"CALLE MELCHOR OCAMPO NUMERO 307, LOS REYES DE JUÁREZ, LOS REYES DE JUÁREZ, Puebla",,
"50 PONIENTE 2509 ESQ 27 NORTE, JOSÉ CLEOTILDE DE TORRES RAMOS, PUEBLA, Puebla",,
"50 PONIENTE 914 - 9 Y 11 NORTE, SANTA MARÍA, PUEBLA, Puebla",,
"CALLE 3 DE JUNIO NUM 24 ESQ BENITO JUAREZ, LA RESURRECCIÓN, PUEBLA, Puebla",,
"CALLE 12 PTE 505 LETRA S ESQ 5 NTE CHOLULA DE RIVADAVIA, CHOLULA DE RIVADAVIA, SAN PEDRO CHOLULA, Puebla",,
"PRIVADA 12 A SUR 9717 97 OTE, ARBOLEDAS DE COMAXTILLA, PUEBLA, Puebla",,
"VIOLETAS N° 5823 ESQ 16 DE SEPTIEMBRE, SAN DIEGO MANZANILLA, PUEBLA, Puebla",,
"MANUEL AVILA CAMACHO ESQ PRIVADA 6 DE ENERO, SANTA MARÍA MOYOTZINGO, SAN MARTÍN TEXMELUCAN, Puebla",,
"23 DE MAYO ESQUINA 28 DE OCTUBRE, BARRANCA ONDA, PUEBLA, Puebla",,
"AVENIDA ALVARO OBREGON N.18, TLACOTEPEC DE BENITO JUÁREZ CENTRO, TLACOTEPEC DE BENITO JUÁREZ, Puebla",,
"CALLE PROGRESO 22 - FCO VILLA Y CONSTITUCION, SANTA BARBARA ALMOLOYA, SAN PEDRO CHOLULA, Puebla",,
"CALLE IGNACIO ZARAGOZA Y GUADALUPE VICTORIA, SAN CRISTÓBAL CALERAS, PUEBLA, Puebla",,
"3 ERA PRIVADA DE OCOTAL NO.8, BARRIO EL CRISTO, PUEBLA, Puebla",,
"PROL DELA 16 DE SEPT Y 3 SUR, UNIDAD HABITACIONAL PASEO DE LOS VOLCANES, PUEBLA, Puebla",,
"CALLE DIAGONAL GUADALUPE Y CALLE BENITO JUAREZ, POTRERO DE MARÍA, PUEBLA, Puebla",,
"117 PTE. CALLE BENITO JUÁREZ Y PINOS, INFONAVIT AGUA SANTA, PUEBLA, Puebla",,
"CARRETERA VALSEQUILLO, BARRIO DE GUADALUPE, PUEBLA, Puebla",,
"CARRETERA FEDERAL A TEHUACAN, AZTECA, AMOZOC, Puebla",,
"CARRETERA INTERSERRANA ZACATLÁN-AHUAcatlán, ATZINGO, ZACATLÁN, Puebla",,
"JUAN DE GRIJALVA #8112 ESQUINA RIO PAPAGAYO, TRES CRUCES 1EA SECC, PUEBLA, Puebla",,
"AVENIDA INSURGENTES NÚMERO 1 DE LA JUNTA AUXILIAR DE ACTIPAN DE MORELOS, ACTIPAN DE MORELOS, ACATZINGO, Puebla",,
"CALLE PINO SUAREZ ESQ CALLE PRIVAVA SIN NOM BRE, BARRIO DE GUADALUPE, Juan C. Bonilla, Puebla",,
"PRIV 141 B PTE #1508 ESQ 15 SUR, SAN BERNABE TEMOXTITLA 1RA SECC, PUEBLA, Puebla",,
"CAMINO A EX HACIENDA DE CUAPILCO, BARRIO CUARTO, HUEJOTZINGO, Puebla",,
"AVENIDA REFORMA NUM 530, PUEBLA CENTRO, PUEBLA, Puebla",,
"CALLE 38 NORTE NUM 1016 ESQ 10 ORIENTE, LOS REMEDIOS, PUEBLA, Puebla",,
"SAN FRANCISCO ESQ ALCATRAZ, ARBOLEDAS DE SANTA LUCIA, PUEBLA, Puebla",,
"CALLE E. ZAPTA NTE Y CALLE RESURRRECCION, LA RESURRECCIÓN, PUEBLA, Puebla",,
"PINO SUARES LOTE 2 MZ 10 ENTRE PRESA Y LUZ, GUADALUPE HIDALGO, PUEBLA, Puebla",,
"28 ORIENTE 1806 ESQ ENTRE 26 ORIENTE, XONACA, PUEBLA, Puebla",,
"27 PTE #102 AC ESQUINA 16 DE SEPTIEMBRE, EL CARMEN, PUEBLA, Puebla",,
"4 NTE NUM 220, CHACHAPA, AMOZOC, Puebla",,
"123 PTE ESQ 16 SEP, INFONAVIT FUENTES DE SAN BARTOLO, PUEBLA, Puebla",,
"CALLE JOSE MARIA MORELOS, AYEHUALULCO BARRIO, ZACATLÁN, Puebla",,
"CALLE SANTA ELVIRA MAN 2 LOTE 1 ESQ CAMINO VIEJO A BALCONES, SANTA LUCIA, PUEBLA, Puebla",,
"REFORMA ESQ 11 SUR, PUEBLA CENTRO, PUEBLA, Puebla",,
"CALLE CASA BLANCA NUMERO 2114 Y AVENIDA DE LA JUVENTUD, AGUA BLANCA I, TEHUACÁN, Puebla",,
"CARRETERA FEDERAL VIA XALAPA - 18.9730221,-97.7572696, ACATZINGO CENTRO, ACATZINGO, Puebla",,
"CALLE 2DA PRIV DE LA 32 NORTE 2615 ESQ PINO SUAREZ, XONACA, PUEBLA, Puebla",,
"CALLE PRICIPAL DEL SALADO, TECAMACHALCO, TECAMACHALCO, Puebla",,
"CARRETERA IZUCAR-ATLIXCO, TATETLA, IZÚCAR DE MATAMOROS, Puebla",,
"BOULEVARD NTE - 15 Y NACOZARI, LA LOMA, PUEBLA, Puebla",,
"CATEMACO ESQUINA CANTERA - 19.039444, -98.129914, VERACRUZ, PUEBLA, Puebla",,
"CALLE NUM 7 NUM 21, FRACCIONAMIENTO REAL CAMPESTRE, PUEBLA, Puebla",,
"RAYON NUM 30 - ALDAMA, IGNACIO ROMERO VARGAS, PUEBLA, Puebla",,
"CALLE 7 NTE, BARRIO SANTO ENTIERRO, ACAJETE, Puebla",,
"AVENIDA JACARANDAS 04 ESQ FERNANDO MONTES DE OCA, EL ENCINAL, PUEBLA, Puebla",,
"FELIPE CARRILO PUERTO NUM 12A ESQ 16 OTE Y AMERICA NORTE, VALLE REAL, SAN ANDRÉS CHOLULA, Puebla",,
"CALLE HIDALGO NUM 306 ESQ 3 SUR, LA LIBERTAD, PUEBLA, Puebla",,
"PROL DE LA 2 SUR Y 113 OTE, LOMAS DEL SOL, PUEBLA, Puebla",,
"CALLE CLAVELES NUM 39 ENTRE ESQ ORQUIDEAS, CASA BLANCA, AMOZOC, Puebla",,
"AVENIDA BENITO JUAREZ 132, ENTRE 5 Y 7 ORIENTE, CUACNOPALAN, PALMAR DE BRAVO, Puebla",,
"14 PTE ESQ 3 NTE, PUEBLA CENTRO, PUEBLA, Puebla",,
"RETORNO DE LA 6 ORIENTE B 2055 CASA 1, FRACCIONAMIENTO MAGNOLIAS, PUEBLA, Puebla",,
"PRIV. SAN ISIDRO NO. 22, XAXALA, CHIGNAUTLA, Puebla",,
"PLUTARCO ELIA CALLES #4112 ESQ BARRANCA SECA, VALLE SUR, ATLIXCO, Puebla",,
"12 PTE NUM 2111 - DIAG DEF DE LA REP, JESÚS GARCÍA, PUEBLA, Puebla",,
"CALLE SAN JERONIMO SIN NUMERO-, DEPORTIVA, SAN MARTÍN TEXMELUCAN, Puebla",,
"COMPLEJO MEDICO GONZALO RIO ARRONTE DEL MUNICIPIO DE ATLIXCO, GUADALUPE VICTORIA, ATLIXCO, Puebla",,
"SAN JUAN DIEGO NUM 65 ESQ MARIA REYNA, FRACCIONAMIENTO BARRIO ARBOLEDAS, PUEBLA, Puebla",,
"FCO I MADERO 1912 ESQ 16 DE SEPTIEMBRE, LA ASUNCIÓN, PUEBLA, Puebla",,
"ERRO DE TRES CRUCES CUACNOPALAN, A INMEDIACIONES DE LA CARRETERA CUACNOPALAN A LIMONES, PALMAR DE BRAVO, PALMAR DE BRAVO, Puebla",,
"BLVR EMILIANO ZAPATA 405 B, EL TECOLOCHE, ATLIXCO, Puebla",,
"8 SUR 7514 ESQ. 75 B OTE Y AVENIDA 75 OTE, LOMA LINDA, PUEBLA, Puebla",,
"12 OTE, BOULEVARD 5 DE MAYO, PUEBLA CENTRO, PUEBLA, Puebla",,
"CAMINO A TEPIZILA, CUAUTEMPAN, CUAUTEMPAN, Puebla",,
"DOMICILIO CONOCIDO, CUAUTEMPAN, CUAUTEMPAN, Puebla",,
"RETORNO TEJOCOTE EDIF B DEPTO 9 ESQ AVENIDA DEL ROBLE, SAN LUIS GONZAGA, PUEBLA, Puebla",,
"CALLE BENEMERITO DE LAS AMERICAS - GUELATAO COLONIA BENITO, RES BENITO JUÁREZ, PUEBLA, Puebla",,
"12 SUR 11305 -, LOS HÉROES 2DA SECC, PUEBLA, Puebla",,
"JOSE GALEANA 116-DOMINGO ARENAS, AMPLIACION DOMINGO ARENAS, TLAHUAPAN, Puebla",,
"BOULEVARD FORJADORES Y CALLE CHOLULA Y CRUCE DE ZAVALETA, INDEPENDENCIA, PUEBLA, Puebla",,
"NAGERA 204 ESQ, SAN MARTÍN TEXMELUCAN CENTRO, SAN MARTÍN TEXMELUCAN, Puebla",,
"CERRADA SANTA CECILIA DEPART 1 MOD 5 -ANDADOR SANTA ROSA Y 20 SUR, LAS TERRAZAS, PUEBLA, Puebla",,
"BOULEVARD VALSEQUILLONUM 7716 -- MANUEL ALTAMIRANO, UNIVERSIDAD, PUEBLA, Puebla",,
"CALLE ENCINO 348 - 5 SUR, EL CERRITO, PUEBLA, Puebla",,
"AVENIDA CONSTITUYENTES - ARTICULO 21, CONSTITUCIÓN MEXICANA, PUEBLA, Puebla",,
"CALLE 16 DE SEP 12102 DEP 101 ENTRE LA 121 PTE Y LA 123 OTE, GRANJAS PUEBLA, PUEBLA, Puebla",,
"ANDADOR EJE 11 NORTE 10008, VILLAS SAN GREGORIO, PUEBLA, Puebla",,
"RIO METLAPANAPA ESQ REVOLUCIÒN PTE, UNIDAD HABITACIONAL VILLA MANANTIALES, SAN PEDRO CHOLULA, Puebla",,
"PRIVADA 11 NTE 7 - 13 Y 11 NORTE, BARRIO DE SAN MIGUEL, AMOZOC, Puebla",,
"CALLE ZARAGOZA NUMERO 4-PRIV. DEL FRESNO Y PRIVADA ESFUERZO, SAN JOSÉ GUADALUPE, PUEBLA, Puebla",,
"CALLE NIÑO PERDIDO Y TEPEYAC, SAN MARTES FABRICA FANI, TEZIUTLÁN CENTRO, TEZIUTLÁN, Puebla",,
"20 DE NOVIENBRE Y LAUELES, NOCHEBUENA, PUEBLA, Puebla",,
"CALLE TROJE NUM- 11-JAGUEY Y GRANERO, FRACCIONAMIENTO LA BARRANCA, PUEBLA, Puebla",,
"AVENIDA HIDALGO S-N, SAN PEDRO YELOIXTLAHUACA CENTRO, SAN PEDRO YELOIXTLAHUACA, Puebla",,
"CARRETERA ESTATAL TEHUACAN-TEOTITLAN EN LA CURVA DE GARIBALDI, SAN DIEGO CHALMA, TEHUACÁN, Puebla",,
"117ORIENTE 1405 - 14 SUR, LOS HEROES, PUEBLA, Puebla",,
"CALLE 16 DE SEPTIEMBRE - DR GONZALO BAUTISTA, GRAL IGNACIO ZARAGOZA, PUEBLA, Puebla",,
"26 OTE 2601 ESQUINA 26 NTE, VILLAS HUMBOLDT, PUEBLA, Puebla",,
"PASEO CAROLINA ESQ OLMOS, HUEJOTZINGO, HUEJOTZINGO, Puebla",,
"BVD ATLIXCO Y CIRCUITO INTERIOR DE LAS ANIMAS, FRACCIONAMIENTO VILLAS DE LA CONCEPCIÓN, PUEBLA, Puebla",,
"CALLE LIMONES NO., SAN RAMÓN 4TA SECC, PUEBLA, Puebla",,
"AVENIDA MADRID N. 109 ESQ CON LA ROTONDA, CUAUTLANCINGO, CUAUTLANCINGO, Puebla",,
